tx,ty,land_frac,elev_min,elev_max,hi,r1000_p90,r1000_max,r2500_p99,r2500_max,r5000_max,w2k_p99,w2k_max,w2k_max_x0,w2k_max_y0,w2k_max_x1,w2k_max_y1,slope_p90,slope_p99,slope_bc,tri_mean,misses
-4,-1,1,1326.37,3070.4,0.457065,490.45,751.143,1180.35,1253.96,1744.03,694.85,911.296,-56610,-8550,-55200,-9960,32.89,42.21,0.455694,28.532,0
-4,0,1,686.792,2079.21,0.509707,500.85,746.068,916.35,1044.85,1239.82,613.15,887.921,-60990,2790,-60990,780,36.93,47.77,0.396467,34.4863,0
-3,-16,0,0,0,0,0.05,0,0.05,0,0,0.05,0,-45840,-245520,-43830,-245520,0.01,0.01,0,0,0
-3,-15,0.0573662,0,146.222,0.0187987,0.05,135.857,122.25,146.222,146.222,77.25,146.222,-45840,-219720,-45840,-217710,0.01,5.09,0.690482,0.291767,0
-3,-14,0.0422493,0,159.841,0.00606239,2.15,159.841,159.85,159.841,159.841,53.35,159.841,-40590,-209430,-38580,-209430,0.01,9.85,0.795292,0.436049,0
-3,-13,0.565374,0,53.678,0.0471289,8.15,53.678,21.75,53.678,53.678,10.85,53.678,-33000,-198600,-30990,-198600,1.31,3.11,0.44849,0.886313,0
-3,-12,0.978005,0,533.239,0.209096,148.05,338.272,406.35,422.113,489.284,216.45,379.364,-41280,-173040,-41280,-171030,12.35,25.25,0.730717,6.18263,0
-3,-11,0.750171,0,464.779,0.230854,185.75,303.542,349.15,371.721,437.498,207.65,327.532,-43560,-167190,-42150,-168600,17.59,30.47,0.664179,9.20943,0
-3,-10,0.0358391,0,215.643,0.00573051,7.95,215.643,215.65,215.643,215.643,86.95,215.643,-38580,-146430,-36570,-146430,0.01,12.09,0.834684,0.475261,0
-3,-9,0.00121537,0,13.086,0.000254784,0.05,13.086,0.05,13.086,13.086,0.05,13.086,-42300,-123150,-44310,-123150,0.01,0.01,0.872259,0.00415513,0
-3,-8,0.00798322,0,27.631,0.00165397,0.05,27.631,19.85,27.631,27.631,0.25,27.631,-45540,-122640,-43530,-122640,0.01,0.01,0.715775,0.0323659,0
-3,-7,0.252321,0,22.141,0.0588337,5.25,11.102,11.55,16.803,20.876,7.25,12.819,-43770,-93930,-45180,-92520,0.53,1.71,0.620346,0.312005,0
-3,-6,0.861928,0,870.814,0.13431,128.65,398.499,493.65,587.061,698.83,278.35,523,-41700,-78090,-43710,-78090,6.41,24.03,0.709897,4.5049,0
-3,-5,1,121.578,1733.42,0.375603,548.75,936.31,1081.05,1138.74,1283.62,704.85,1023.99,-33930,-64050,-33930,-62040,36.79,45.77,0.428273,33.9649,0
-3,-4,1,883.392,4981.96,0.401364,758.95,1121.86,1455.95,1503.01,2234.76,968.15,1281.13,-40980,-54510,-39570,-53100,43.73,51.37,0.460539,46.8006,0
-3,-3,1,1688.2,6329.72,0.31381,892.15,1436.84,2265.45,2403.43,3286.2,1352.75,1964.25,-33030,-38280,-33030,-40290,44.55,56.99,0.497254,38.84,0
-3,-2,1,1088.89,3047.95,0.494874,440.95,651.019,857.75,974.436,1101.13,555.65,719.924,-32220,-24360,-33630,-25770,33.75,44.05,0.460788,28.581,0
-3,-1,1,963.97,2363.8,0.452882,379.85,665.311,826.35,905.56,1132.84,473.15,787.469,-36570,-7470,-34560,-7470,31.79,40.35,0.494628,26.4891,0
-3,0,1,657.361,2328.17,0.358625,550.75,891.096,1094.15,1319.41,1513.33,685.25,946.869,-33750,10020,-31740,10020,39.39,49.63,0.466339,35.1494,0
-2,-16,0,0,0,0,0.05,0,0.05,0,0,0.05,0,-30480,-245520,-28470,-245520,0.01,0.01,0,0,0
-2,-15,0,0,0,0,0.05,0,0.05,0,0,0.05,0,-30480,-230160,-28470,-230160,0.01,0.01,0,0,0
-2,-14,0.0583336,0,40.496,0.0273473,0.05,37.756,34.15,40.496,40.496,26.05,40.496,-19590,-202020,-19590,-200010,0.01,4.31,0.717342,0.296932,0
-2,-13,0.857111,0,963.206,0.114514,119.05,497.097,477.25,653.432,774.739,267.45,562.144,-17760,-186000,-16350,-184590,8.21,23.37,0.677422,4.85967,0
-2,-12,1,20.024,1328.41,0.161557,360.05,756.438,1045.75,1138.23,1236.17,704.75,928.942,-18570,-179250,-16560,-179250,21.73,38.43,0.748304,10.5459,0
-2,-11,0.791066,0,536.748,0.16387,153.95,339.212,357.15,467.85,508.759,231.75,392.309,-17940,-167820,-15930,-167820,15.93,28.31,0.589374,8.47298,0
-2,-10,0.0812467,0,255.682,0.025276,56.55,255.682,255.65,255.682,255.682,182.85,255.682,-29070,-143670,-29070,-145680,0.01,19.29,0.788364,1.24827,0
-2,-9,0,0,0,0,0.05,0,0.05,0,0,0.05,0,-30480,-138000,-28470,-138000,0.01,0.01,0,0,0
-2,-8,0.00144706,0,19.837,0.000429787,0.05,19.837,0.05,19.837,19.837,0.05,19.837,-17670,-108960,-15660,-108960,0.01,0.01,0.831495,0.0105204,0
-2,-7,0,0,0,0,0.05,0,0.05,0,0,0.05,0,-30480,-107280,-28470,-107280,0.01,0.01,0,0,0
-2,-6,0.605607,0,491.814,0.0360492,60.25,410.772,447.65,466.872,486.642,203.75,448.72,-19440,-79230,-18030,-77820,4.69,26.21,0.800244,3.03754,0
-2,-5,1,42.046,2000.29,0.280451,559.15,943.563,1276.85,1392.43,1625.97,765.15,1116.23,-26310,-67380,-27720,-65970,35.25,44.37,0.533481,27.161,0
-2,-4,1,510.979,4777.68,0.284517,752.75,1167.27,1770.15,1891.55,2585.65,1177.45,1604.04,-22350,-52320,-24360,-52320,42.97,52.35,0.498069,38.7992,0
-2,-3,1,465.714,6016.81,0.270382,873.85,1393.13,2169.15,2527.14,3984.32,1293.75,1706.82,-25650,-42660,-27660,-42660,42.11,53.19,0.552277,33.0812,0
-2,-2,1,428.914,1904.31,0.243604,363.85,814.377,896.25,1028.79,1307.26,552.65,877.052,-21270,-17040,-19860,-15630,23.75,42.85,0.697077,12.9622,0
-2,-1,1,1099.26,2697.08,0.530959,472.15,747.454,1024.35,1126.34,1482.61,626.95,881.756,-21570,-15090,-20160,-13680,34.65,43.69,0.45873,30.9198,0
-2,0,1,829.045,2950.68,0.564115,586.65,919.885,1205.65,1352.21,1763.22,755.95,959.045,-21180,3660,-22590,2250,38.19,46.47,0.385042,39.2966,0
-1,-16,0,0,0,0,0.05,0,0.05,0,0,0.05,0,-15120,-245520,-13110,-245520,0.01,0.01,0,0,0
-1,-15,0,0,0,0,0.05,0,0.05,0,0,0.05,0,-15120,-230160,-13110,-230160,0.01,0.01,0,0,0
-1,-14,0.134914,0,613.224,0.0245046,70.65,561.849,601.25,613.224,613.224,322.85,598.28,-8910,-202620,-10320,-201210,3.01,35.03,0.8713,2.64509,0
-1,-13,0.81587,0,1185,0.479217,388.05,659.884,975.85,1051.77,1166.93,644.55,836.625,-8100,-194760,-8100,-192750,22.45,38.67,0.56898,13.4816,0
-1,-12,1,125.251,1812.16,0.543355,576.45,847.819,1310.35,1346.56,1566.9,804.25,1101.16,-10290,-172320,-11700,-173730,33.67,43.07,0.522976,25.9911,0
-1,-11,0.80848,0,1704.27,0.190894,507.95,769.093,1165.45,1308.43,1595.6,722.15,1002.54,-7590,-165450,-7590,-167460,31.87,44.45,0.519884,21.7849,0
-1,-10,0.00480457,0,30.388,0.000320294,0.05,30.388,29.55,30.388,30.388,0.05,30.388,-10140,-138930,-8130,-138930,0.01,0.01,0.874821,0.0179967,0
-1,-9,0.54516,0,554.567,0.085551,236.65,481.042,554.55,554.567,554.567,326.15,549.593,-8220,-127980,-6810,-129390,13.97,32.91,0.73838,5.92976,0
-1,-8,0,0,0,0,0.05,0,0.05,0,0,0.05,0,-15120,-122640,-13110,-122640,0.01,0.01,0,0,0
-1,-7,0.000597522,0,22.968,0.000218528,0.05,22.968,0.05,22.968,22.968,0.05,22.968,-13920,-92460,-11910,-92460,0.01,0.01,0.910737,0.00799164,0
-1,-6,0.838311,0,920.453,0.157919,370.35,663.906,697.95,844.45,866.535,470.75,660.561,-4800,-79080,-4800,-77070,27.37,40.11,0.603807,15.9819,0
-1,-5,1,47.946,1527.08,0.243652,519.55,1077.55,1230.45,1260.72,1423.12,827.15,1199.87,-7320,-75960,-5310,-75960,32.25,46.69,0.578361,20.5087,0
-1,-4,1,63.923,895.25,0.307434,112.55,409.575,379.55,541.002,626.256,229.95,507.87,-12840,-61110,-14850,-61110,9.27,27.21,0.704075,6.48736,0
-1,-3,0.947796,0,742.125,0.414517,126.15,277.419,324.45,343.434,415.004,243.25,317.27,-4950,-43710,-6960,-43710,9.59,28.41,0.697459,6.72877,0
-1,-2,0.772222,0,1732.76,0.185651,294.45,684.542,857.55,1000.39,1398.26,525.85,879.453,-12390,-15750,-14400,-15750,21.99,39.77,0.62883,12.0498,0
-1,-1,0.702491,0,1810.25,0.240463,326.15,668.183,867.25,956.176,1275.76,516.55,840.26,-12570,-15120,-14580,-15120,20.37,35.75,0.580675,11.3302,0
-1,0,0.803549,0,1742.14,0.188204,410.35,915.976,1357.05,1423.15,1563.96,746.15,1210.03,-12420,12060,-14430,12060,22.33,46.41,0.761207,10.8972,0
0,-16,0,0,0,0,0.05,0,0.05,0,0,0.05,0,240,-245520,2250,-245520,0.01,0.01,0,0,0
0,-15,0,0,0,0,0.05,0,0.05,0,0,0.05,0,240,-230160,2250,-230160,0.01,0.01,0,0,0
0,-14,0.00356074,0,99.839,0.0012042,0.05,99.839,17.95,99.839,99.839,0.05,99.839,13050,-207030,15060,-207030,0.01,0.01,0.879353,0.0621392,0
0,-13,0.312533,0,615.293,0.0571216,86.35,319.526,369.45,504.905,581.571,242.05,347.33,5850,-186000,4440,-184590,4.81,18.63,0.715603,2.16325,0
0,-12,0.999894,0,1184.11,0.27705,170.55,377.213,522.55,578.014,837.786,311.25,453.694,2640,-169950,630,-169950,9.67,19.77,0.539615,6.67742,0
0,-11,0.685626,0,1327.38,0.204543,426.25,1100.34,1314.25,1327.38,1327.38,929.85,1289.8,3300,-158010,3300,-160020,26.79,49.01,0.663517,13.9989,0
0,-10,0.0978432,0,187.458,0.0171549,28.05,186.773,147.75,187.458,187.458,75.15,187.458,8040,-140910,8040,-138900,0.13,15.75,0.793929,0.915549,0
0,-9,0.647604,0,780.631,0.0787654,290.35,560.947,697.25,734.836,780.631,424.15,642.202,13590,-135090,11580,-135090,18.65,33.21,0.743697,8.23474,0
0,-8,1.62591e-05,0,14.65,1.30675e-05,0.05,14.65,0.05,14.65,14.65,0.05,14.65,13050,-122640,15060,-122640,0.01,0.01,0.966103,0.000264292,0
0,-7,0.129898,0,232.521,0.0205044,17.45,158.458,103.55,226.538,232.521,58.05,188.507,13080,-93630,15090,-93630,1.05,4.39,0.646529,0.470228,0
0,-6,0.967279,0,1039.67,0.256448,308.85,538.76,590.25,676.081,802.089,362.15,593.907,300,-79350,300,-77340,24.95,34.69,0.663279,14.544,0
0,-5,1,76.23,1043.98,0.394035,333.15,612.029,651.45,691.532,819.814,475.45,641.979,14580,-67560,14580,-69570,22.13,38.81,0.581073,13.9634,0
0,-4,0.733843,0,250.618,0.151741,49.55,113.568,127.75,139.644,238.106,65.75,122.416,2670,-50940,660,-50940,5.29,15.51,0.583709,3.36667,0
0,-3,0.33095,0,198.586,0.118106,57.55,125.68,150.65,159.721,198.586,79.45,150.84,240,-41460,2250,-41460,4.99,12.95,0.594778,2.18864,0
0,-2,0.00331686,0,69.664,0.000987549,0.05,69.664,69.65,69.664,69.664,0.05,69.664,7200,-25650,9210,-25650,0.01,0.01,0.840532,0.0553494,0
0,-1,0,0,0,0,0.05,0,0.05,0,0,0.05,0,240,-15120,2250,-15120,0.01,0.01,0,0,0
0,0,0.00604026,0,12.935,0.00161006,0.05,12.935,6.05,12.935,12.935,0.05,12.935,2460,15090,4470,15090,0.01,0.01,0.656783,0.0107089,0
